"","state","district","office","candidate_republican","candidate_democrat","total_votes_republican","total_votes_democrat","gender_rep","gender_dem"
"1920","Maine","District 13","State Representative","Sharri K. MacDonald","Lori Kathryn Gramlich",1889,2775,"female","female"
"1921","Maine","District 13","State Senator","Dana L. Dow","Laura A. Fortman",10266,9881,"female","female"
"1922","Maine","District 130","State Representative","Richard H. Campbell","Michael L. Reynolds",2506,1677,"male","male"
"1923","Maine","District 131","State Representative","Sherman H. Hutchins","Nathalie J. Arruda",2474,2178,"male","female"
"1924","Maine","District 132","State Representative","Mark S. Remick","Nicole Grohoski",2014,2396,"male","female"
"1925","Maine","District 133","State Representative","Nancy Colwell","Sarah A. Pebworth",1759,3039,"female","female"
"1926","Maine","District 134","State Representative","Philip Jr. Brady","Genevieve L. McDonald",1547,3111,"male","female"
"1927","Maine","District 135","State Representative","Maurice Joseph Marshall","Brian L. Hubbell",1300,3913,"male","male"
"1928","Maine","District 136","State Representative","William R. Faulkingham","Kylie A. Bragdon",2308,1704,"male","female"
"1929","Maine","District 137","State Representative","Lawrence E. Lockman","Douglas S. Bunker",2084,1468,"male","male"
"1930","Maine","District 138","State Representative","Kimberley Robinson","Robert W. Sr. Alley",1621,2056,"female","male"
"1931","Maine","District 139","State Representative","William R. Tuell","Lisa M. Hanscom",2708,1100,"male","female"
"1932","Maine","District 14","State Representative","Stephen R. DuPuis","Donna Bailey",1282,2609,"male","female"
"1933","Maine","District 14","State Senator","Matthew William Stone","Shenna Bellows",7850,10790,"male","female"
"1934","Maine","District 140","State Representative","Arthur L. Carter","Anne C. Perry",1293,1957,"male","female"
"1935","Maine","District 141","State Representative","Kathy I. Javner","Donald M. Green",2517,901,"female","male"
"1936","Maine","District 142","State Representative","Sheldon M. Hanington","Patricia A. Nobel",2034,1184,"male","female"
"1937","Maine","District 143","State Representative","Galen S. Hale","Stephen S. Stanley",1521,2185,"male","male"
"1938","Maine","District 144","State Representative","Gregory Lewis Swallow","Ted L. Sussman",1773,1481,"male","male"
"1939","Maine","District 145","State Representative","Chris A. Johansen","Laura A. Farnsworth",2281,1148,"male","female"
"1940","Maine","District 146","State Representative","Dustin Michael White","Sarah E. LeClaire",2456,1308,"male","female"
"1941","Maine","District 147","State Representative","Harold L. III Stewart","Robert J. Saucier",1737,1256,"male","male"
"1942","Maine","District 148","State Representative","Katherine Louise Schupbach","David H. McCrea",1134,2240,"female","male"
"1943","Maine","District 149","State Representative","John DeVeau","No candidate",2649,0,"male","N/A"
"1944","Maine","District 15","State Representative","Joseph F. Lynch","Margaret M. O'Neil",1622,2747,"male","female"
"1945","Maine","District 15","State Senator","Matthew Pouliot","Kellie Julia",9497,7197,"male","female"
"1946","Maine","District 150","State Representative","Aaron Cyr","Roland Daniel Martin",1474,2272,"male","male"
"1947","Maine","District 151","State Representative","Kevin A. Bushey","John L. Martin",1527,2254,"male","male"
"1948","Maine","District 16","State Representative","Donald G. Marean","David P. Durrell",2710,2115,"male","male"
"1949","Maine","District 16","State Senator","Scott W. Cyrway","Karen Kusiak",7902,7778,"male","female"
"1950","Maine","District 17","State Representative","Dwayne W. Prescott","No candidate",3022,0,"male","N/A"
"1951","Maine","District 17","State Senator","Russell Black","Jan M. Collins",9715,8105,"male","female"
"1952","Maine","District 18","State Representative","Pamela Diane Buck","Anne-Marie Mastraccio",1133,1583,"female","Unknown"
"1953","Maine","District 18","State Senator","Lisa M. Keim","James F. Wilfong",10966,5789,"female","male"
"1954","Maine","District 19","State Representative","Matthew A. Harrington","Jeremy Meadows Mele",1879,1477,"male","male"
"1955","Maine","District 19","State Senator","James M. Hamper","Michael A. McKinney",10167,7317,"male","male"
"1956","Maine","District 2","State Representative","Dan Lee Ammons","Michele Meyer",1854,3045,"male","female"
"1957","Maine","District 2","State Senator","Karen Ann Reynolds","Michael E. Carpenter",7226,7433,"female","male"
"1958","Maine","District 20","State Representative","Theodore J. Jr. Kryzak","Daniel J. Lauzon",2215,1643,"male","male"
"1959","Maine","District 20","State Senator","Eleanor Espling","Ned Claxton",8758,8993,"female","male"
"1960","Maine","District 21","State Representative","Heidi H. Sampson","Kelcy McNamara",2296,1700,"female","female"
"1961","Maine","District 21","State Senator","Nelson M. J. Jr. Peters","Nathan L. Libby",5378,8210,"male","male"
"1962","Maine","District 22","State Representative","Mark John Blier","Richard J. Fitzgerald",2259,1970,"male","male"
"1963","Maine","District 22","State Senator","Jeffrey L. Timberlake","Lois E. Kilby-Chesley",10572,6277,"male","female"
"1964","Maine","District 23","State Representative","Lester S. Ordway","Timothy H. Goodwin",2298,1917,"male","male"
"1965","Maine","District 23","State Senator","Richard W. Donaldson","Eloise A. Vitelli",8490,11580,"male","female"
"1966","Maine","District 24","State Representative","Thomas M. Tyler","Mark E. Bryant",1960,2337,"male","male"
"1967","Maine","District 24","State Senator","Diana Garcia","Everett Brownie Carson",7315,15374,"female","male"
"1968","Maine","District 25","State Representative","Patrick W. Corey","Jennie L. Butler",2222,1735,"male","female"
"1969","Maine","District 25","State Senator","Cathleen M. Nichols","Catherine E. Breen",9448,15348,"female","female"
"1970","Maine","District 26","State Representative","No candidate","Maureen Fitzgerald Terry",0,3306,"N/A","female"
"1971","Maine","District 26","State Senator","No candidate","G. William Diamond",0,14743,"N/A","Unknown"
"1972","Maine","District 27","State Representative","Roger E. III Densmore","Andrew John McLean",2072,3056,"male","male"
"1973","Maine","District 27","State Senator","No candidate","Benjamin M. Chipman",0,14858,"N/A","male"
"1974","Maine","District 28","State Representative","Linwood M. Higgins","Christopher J. Caiazzo",2476,2792,"male","male"
"1975","Maine","District 28","State Senator","No candidate","Heather B. Sanborn",0,15940,"N/A","female"
"1976","Maine","District 29","State Representative","Karen R. Vachon","Shawn A. Babine",2602,3001,"female","male"
"1977","Maine","District 29","State Senator","George Willard Van Syckel","Rebecca J. Millett",5215,15077,"male","female"
"1978","Maine","District 3","State Representative","Allyson M. Cavaretta","Lydia Blume",2161,3272,"female","female"
"1979","Maine","District 3","State Senator","Bradlee Thomas Farrin","Jeffrey B. Johnson",8876,5827,"male","male"
"1980","Maine","District 30","State Representative","Charles Peter Rich","Anne M. Carney",1332,4028,"male","female"
"1981","Maine","District 30","State Senator","Amy Fern Volk","Linda F. Sanborn",10975,11170,"female","female"
"1982","Maine","District 31","State Representative","Kenneth R. Decatur","Lois Galgay Reckitt",1063,4017,"male","female"
"1983","Maine","District 31","State Senator","Stavros J. Mendros","Justin M. Chenette",6113,12122,"male","male"
"1984","Maine","District 32","State Representative","Tammy B. Walter","Christopher J. Kessler",1308,3192,"female","male"
"1985","Maine","District 32","State Senator","Scott Wageman Normandeau","Susan A. Deschambault",6338,10620,"male","female"
"1986","Maine","District 33","State Representative","Christopher J. Hoy","Victoria E. Morales",906,2644,"male","female"
"1987","Maine","District 33","State Senator","David Woodsome","John L. Jr. Tuttle",9030,6298,"male","male"
"1988","Maine","District 34","State Representative","No candidate","Andrew Gattine",0,3322,"N/A","male"
"1989","Maine","District 34","State Senator","Robert A. Foley","Thomas J. Wright",10456,9776,"male","male"
"1990","Maine","District 35","State Representative","James R. Bourque","Ann E. Peoples",1617,2689,"male","female"
"1991","Maine","District 35","State Senator","Michael L. Estes","Mark W. Lawrence",8050,13408,"male","male"
"1992","Maine","District 36","State Representative","Samuel P. Ledue","Michael F. Brennan",755,2617,"male","male"
"1993","Maine","District 37","State Representative","No candidate","Richard R. Farnsworth",0,2974,"N/A","male"
"1994","Maine","District 38","State Representative","No candidate","Matthew W. Moonen",0,4235,"N/A","male"
"1995","Maine","District 39","State Representative","Peter I. Doyle","Michael Sylvester",659,4270,"male","male"
"1996","Maine","District 4","State Representative","Bradley S. Moulton","Patricia Hymanson",2058,2902,"male","female"
"1997","Maine","District 4","State Senator","Paul T. Sr. Davis","Susan D. Mackey Andrews",9895,5112,"male","female"
"1998","Maine","District 40","State Representative","No candidate","Rachel Talbot Ross",0,3134,"N/A","female"
"1999","Maine","District 41","State Representative","No candidate","Erik Clark Jorgensen",0,4021,"N/A","male"
"2000","Maine","District 42","State Representative","Susan M. Abercrombie","Benjamin T. Collings",944,3293,"female","male"
"2001","Maine","District 43","State Representative","No candidate","W. Edward Crockett",0,4161,"N/A","Unknown"
"2002","Maine","District 44","State Representative","Sarah Sandlin","Teresa S. Pierce",2090,3474,"female","female"
"2003","Maine","District 45","State Representative","Tamsin M. Thomas","Dale Denno",2007,3731,"female","male"
"2004","Maine","District 46","State Representative","Paul B. Chace","Braden K. Sharpe",2573,2652,"male","male"
"2005","Maine","District 47","State Representative","No candidate","Janice E. Cooper",0,2987,"N/A","female"
"2006","Maine","District 48","State Representative","Paul Benjamin Schulz","Sara Gideon",1440,4003,"male","female"
"2007","Maine","District 49","State Representative","Michael R. Stevens","Matthea E. L. Daughtry",1590,3877,"male","female"
"2008","Maine","District 5","State Representative","Beth A. O'Connor","Charles Galemmo",1941,1356,"female","male"
"2009","Maine","District 5","State Senator","Debbi J. Perkins","James F. Dill",5855,8789,"female","male"
"2010","Maine","District 50","State Representative","Michael J. Lawler","Ralph L. Tucker",1168,3653,"male","male"
"2011","Maine","District 51","State Representative","Sean N. Hall","Joyce McCreight",2008,3115,"male","female"
"2012","Maine","District 52","State Representative","Bil Weidner","Jennifer DeChant",1173,2959,"Unknown","female"
"2013","Maine","District 53","State Representative","Jeffrey K. Pierce","Allison L. Hepler",2466,2583,"male","female"
"2014","Maine","District 54","State Representative","Leon C. Brillant","Denise A. Tepler",1868,3273,"male","female"
"2015","Maine","District 55","State Representative","Guy M. Lebida","Seth A. Berry",2066,2667,"male","male"
"2016","Maine","District 56","State Representative","Richard G. Mason","Martha M. S. Poliquin",2390,1556,"male","female"
"2017","Maine","District 57","State Representative","Thomas H. Jr. Martin","Eryn M. Gilchrist",2526,1493,"male","female"
"2018","Maine","District 58","State Representative","Denise Mary Hurilla","James R. Handy",1978,2019,"female","male"
"2019","Maine","District 59","State Representative","John D. Reeder","Margaret M. Craven",1799,2503,"male","female"
"2020","Maine","District 6","State Representative","Manley C. Sr. Gove","Tiffany D. Roberts-Lovell",1731,2400,"male","female"
"2021","Maine","District 6","State Senator","Marianne Moore","Christina Marie Therrien",8979,5661,"female","female"
"2022","Maine","District 60","State Representative","Leslie T. Dubois","Kristen S. Cloutier",649,2040,"female","female"
"2023","Maine","District 61","State Representative","Michael R. Lachance","Heidi E. Brooks",1005,1350,"male","female"
"2024","Maine","District 62","State Representative","No candidate","Gina M. Melaragno",0,1943,"N/A","female"
"2025","Maine","District 63","State Representative","Bruce A. Bickford","Brian S. Carrier",2403,1652,"male","male"
"2026","Maine","District 64","State Representative","Michael C. Travers","Bettyann W. Sheats",1892,2497,"male","female"
"2027","Maine","District 65","State Representative","Amy B. Arata","Misty L. Coolidge",2368,1996,"female","female"
"2028","Maine","District 66","State Representative","Gregory Earl Foster","Jessica L. Fay",1987,2507,"male","female"
"2029","Maine","District 67","State Representative","Susan M. Austin","No candidate",2417,0,"female","N/A"
"2030","Maine","District 68","State Representative","Richard M. Cebra","Janice C. Barter",2410,2163,"male","female"
"2031","Maine","District 69","State Representative","Tony W. Lorrain","No candidate",1979,0,"male","N/A"
