"","year","state","district","office","candidate","total_votes","vote_prop","gender","winner_party","candidate_party","race_ethnicity"
"2525",2018,"Michigan","District 7","State Representative","LaTanya Garrett",25838,0.976197672661327,"female","Democrat","Democrat","Black/African American"
"2526",2018,"Michigan","District 7","State Senator","Dayna Polehanki",69434,0.505610695638877,"female","Democrat","Democrat","White"
"2527",2018,"Michigan","District 70","State Representative","Kresta Train",11130,0.383793103448276,"female","Republican","Democrat","Missing"
"2528",2018,"Michigan","District 71","State Representative","Angela Witwer",21990,0.507981242347941,"female","Democrat","Democrat","White"
"2529",2018,"Michigan","District 72","State Representative","Ron Draayer",17273,0.433646314520988,"male","Republican","Democrat","Missing"
"2530",2018,"Michigan","District 73","State Representative","Bill Saxton",20430,0.398922148673188,"male","Republican","Democrat","Missing"
"2531",2018,"Michigan","District 74","State Representative","Meagan L. Carr",15964,0.395060506322849,"female","Republican","Democrat","Missing"
"2532",2018,"Michigan","District 75","State Representative","David LaGrand",23709,0.777293292243132,"male","Democrat","Democrat","Missing"
"2533",2018,"Michigan","District 76","State Representative","Rachel Hood",27009,0.608653521126761,"female","Democrat","Democrat","White"
"2534",2018,"Michigan","District 77","State Representative","Dana Knight",13819,0.371488480873142,"female","Republican","Democrat","Missing"
"2535",2018,"Michigan","District 77","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2536",2018,"Michigan","District 78","State Representative","Dean E. Hill",12978,0.386549115386907,"male","Republican","Democrat","Missing"
"2537",2018,"Michigan","District 79","State Representative","Joey B. Andrews",15451,0.443204635419655,"male","Republican","Democrat","Missing"
"2538",2018,"Michigan","District 8","State Representative","Sherry Gay Dagnogo",26995,0.96352214726773,"female","Democrat","Democrat","Missing"
"2539",2018,"Michigan","District 8","State Senator","Paul R. Francis",47154,0.382352464200574,"male","Republican","Democrat","Missing"
"2540",2018,"Michigan","District 80","State Representative","Mark Ludwig",14275,0.36346276257161,"male","Republican","Democrat","Missing"
"2541",2018,"Michigan","District 81","State Representative","Joshua Rivard",13130,0.36532094265602,"male","Republican","Democrat","Missing"
"2542",2018,"Michigan","District 82","State Representative","Christopher Giles",11516,0.302003566558271,"male","Republican","Democrat","Missing"
"2543",2018,"Michigan","District 83","State Representative","Stefanie Brown",11218,0.357227016527083,"female","Republican","Democrat","Missing"
"2544",2018,"Michigan","District 84","State Representative","William Shoop",11417,0.329647167523243,"male","Republican","Democrat","Missing"
"2545",2018,"Michigan","District 85","State Representative","Eric Edward Sabin",14652,0.382119757980388,"male","Republican","Democrat","Missing"
"2546",2018,"Michigan","District 86","State Representative","Lauren Taylor",16026,0.36734132532606,"female","Republican","Democrat","Missing"
"2547",2018,"Michigan","District 87","State Representative","Shawn Marie Winters",13213,0.324420546061677,"male","Republican","Democrat","Missing"
"2548",2018,"Michigan","District 88","State Representative","Heidi A. Zuniga",11667,0.289791356184799,"female","Republican","Democrat","Missing"
"2549",2018,"Michigan","District 89","State Representative","Jerry Sias",17061,0.379318778069278,"male","Republican","Democrat","Missing"
"2550",2018,"Michigan","District 9","State Representative","Karen Whitsett",20783,0.951254119370194,"female","Democrat","Democrat","Black/African American"
"2551",2018,"Michigan","District 9","State Senator","Paul Wojno",65736,0.659014125454892,"male","Democrat","Democrat","Missing"
"2552",2018,"Michigan","District 90","State Representative","Christopher Banks",12754,0.343080026899798,"male","Republican","Democrat","Missing"
"2553",2018,"Michigan","District 91","State Representative","Tanya Cabala",16616,0.442739142019718,"female","Republican","Democrat","Missing"
"2554",2018,"Michigan","District 92","State Representative","Terry J. Sabo",19614,0.687462759805124,"male","Democrat","Democrat","Missing"
"2555",2018,"Michigan","District 93","State Representative","Dawn D. Levey",18913,0.445577910757197,"female","Republican","Democrat","Missing"
"2556",2018,"Michigan","District 94","State Representative","Dave Adams",18739,0.445054031587697,"male","Republican","Democrat","Missing"
"2557",2018,"Michigan","District 95","State Representative","Vanessa Guerra",19421,0.730937147158449,"female","Democrat","Democrat","Hispanic/Latina"
"2558",2018,"Michigan","District 96","State Representative","Brian K. Elder",20175,0.56509439247101,"male","Democrat","Democrat","Missing"
"2559",2018,"Michigan","District 97","State Representative","Celia Young-Wenkel",10652,0.321540690654431,"female","Republican","Democrat","Missing"
"2560",2018,"Michigan","District 98","State Representative","Sarah Schulz",18629,0.479659096760904,"female","Republican","Democrat","Missing"
"2561",2018,"Michigan","District 99","State Representative","Kristen Brown",14062,0.465798800887741,"female","Republican","Democrat","Missing"
"2562",2018,"Minnesota","Distrcit 47B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2563",2018,"Minnesota","District 10A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2564",2018,"Minnesota","District 10B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2565",2018,"Minnesota","District 11A","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2566",2018,"Minnesota","District 11B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2567",2018,"Minnesota","District 12A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2568",2018,"Minnesota","District 12B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2569",2018,"Minnesota","District 13","State Senator","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2570",2018,"Minnesota","District 13A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2571",2018,"Minnesota","District 13B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2572",2018,"Minnesota","District 14A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2573",2018,"Minnesota","District 14B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2574",2018,"Minnesota","District 15A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2575",2018,"Minnesota","District 15B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2576",2018,"Minnesota","District 15B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2577",2018,"Minnesota","District 16A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2578",2018,"Minnesota","District 16B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2579",2018,"Minnesota","District 17A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2580",2018,"Minnesota","District 17B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2581",2018,"Minnesota","District 18A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2582",2018,"Minnesota","District 18A","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2583",2018,"Minnesota","District 18A","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2584",2018,"Minnesota","District 18B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2585",2018,"Minnesota","District 19A","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2586",2018,"Minnesota","District 19B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2587",2018,"Minnesota","District 1A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2588",2018,"Minnesota","District 1B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2589",2018,"Minnesota","District 20A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2590",2018,"Minnesota","District 20B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2591",2018,"Minnesota","District 21A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2592",2018,"Minnesota","District 21B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2593",2018,"Minnesota","District 22A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2594",2018,"Minnesota","District 22B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2595",2018,"Minnesota","District 23A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2596",2018,"Minnesota","District 23B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2597",2018,"Minnesota","District 24A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2598",2018,"Minnesota","District 24B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2599",2018,"Minnesota","District 25A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2600",2018,"Minnesota","District 25B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2601",2018,"Minnesota","District 26A","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2602",2018,"Minnesota","District 26B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2603",2018,"Minnesota","District 27A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2604",2018,"Minnesota","District 27B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2605",2018,"Minnesota","District 28A","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2606",2018,"Minnesota","District 28B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2607",2018,"Minnesota","District 29A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2608",2018,"Minnesota","District 29B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2609",2018,"Minnesota","District 2A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2610",2018,"Minnesota","District 2B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2611",2018,"Minnesota","District 30A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2612",2018,"Minnesota","District 30B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2613",2018,"Minnesota","District 31A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2614",2018,"Minnesota","District 31B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2615",2018,"Minnesota","District 32A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2616",2018,"Minnesota","District 32B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2617",2018,"Minnesota","District 33A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2618",2018,"Minnesota","District 33B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2619",2018,"Minnesota","District 34A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2620",2018,"Minnesota","District 34B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2621",2018,"Minnesota","District 35A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2622",2018,"Minnesota","District 35B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2623",2018,"Minnesota","District 36A","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2624",2018,"Minnesota","District 36B","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2625",2018,"Minnesota","District 37A","State Representative","No candidate",0,0,"N/A","Other","Democrat","Missing"
"2626",2018,"Minnesota","District 37B","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
"2627",2018,"Minnesota","District 38A","State Representative","No candidate",0,0,"N/A","Republican","Democrat","Missing"
