"","X","state","district","office","candidate_other","candidate_republican","candidate_democrat","total_votes_other","total_votes_republican","total_votes_democrat","vote_share_dem","vote_share_rep","vote_share_other","winner_party","gender_democrat","gender_republican","winner_gender","year"
"635",635,"Connecticut","District 27","State Senator","Jerry Bosak","No candidate","No candidate",548,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"636",636,"Connecticut","District 28","State Representative","Michael Hurley","Michael Hurley","Russell A Morin",175,4691,6273,0.563156477242122,0.421132956279738,0.0157105664781399,"Democrat","male","male","male",2018
"637",637,"Connecticut","District 28","State Representative","Russell A Morin","No candidate","No candidate",290,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"638",638,"Connecticut","District 28","State Senator","Tony Hwang","Tony Hwang","Michelle Lapine McCabe",1172,24105,22610,0.472153193977489,0.503372522814125,0.0244742832083864,"Republican","female","male","male",2018
"639",639,"Connecticut","District 28","State Senator","Michelle Lapine McCabe","No candidate","No candidate",726,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"640",640,"Connecticut","District 29","State Representative","No candidate","Andrew A Lanciotto","Kerry Szeps Wood",0,4622,5817,0.55723728326468,0.442762716735319,0,"Democrat","female","male","female",2018
"641",641,"Connecticut","District 29","State Senator","David W Coderre","David W Coderre","Mae Flexer",973,13706,17794,0.547962923043759,0.422073722785083,0.0299633541711576,"Democrat","female","male","female",2018
"642",642,"Connecticut","District 29","State Senator","Mae Flexer","No candidate","No candidate",1121,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"643",643,"Connecticut","District 3","State Representative","No candidate","No candidate","Minnie Gonzalez",0,0,2975,1,0,0,"Democrat","female","N/A","female",2018
"644",644,"Connecticut","District 3","State Senator","Jennifer L Lovett","Jennifer L Lovett","Tim Larson",796,13464,22018,0.606924306742378,0.371134020618557,0.021941672639065,"Democrat","male","female","male",2018
"645",645,"Connecticut","District 30","State Representative","Joe Aresimowicz","Michael Gagliardi","Joe Aresimowicz",399,5848,5499,0.468159373403712,0.497871615869232,0.033969010727056,"Republican","male","male","male",2018
"646",646,"Connecticut","District 30","State Senator","Craig A Miner","Craig A Miner","David A Lawson",1053,22068,19039,0.451589184060721,0.523434535104364,0.0249762808349146,"Republican","male","male","male",2018
"647",647,"Connecticut","District 30","State Senator","David A Lawson","No candidate","No candidate",972,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"648",648,"Connecticut","District 31","State Representative","Lillian Tanski","Lillian Tanski","Jill Barry",243,6192,6303,0.494818652849741,0.486104569006123,0.0190767781441357,"Democrat","female","female","female",2018
"649",649,"Connecticut","District 31","State Representative","Jill Barry","No candidate","No candidate",237,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"650",650,"Connecticut","District 31","State Senator","Henri Martin","Henri Martin","Christopher A Wright",1050,21317,15762,0.413386136536495,0.559075769099635,0.02753809436387,"Republican","male","male","male",2018
"651",651,"Connecticut","District 32","State Representative","Christie M Carpino","Christie M Carpino","Laurel Steinhauser",286,6298,4655,0.414182756472996,0.560370139692143,0.0254471038348608,"Republican","female","female","female",2018
"652",652,"Connecticut","District 32","State Representative","Laurel Steinhauser","No candidate","No candidate",266,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"653",653,"Connecticut","District 32","State Senator","No candidate","Eric C Berthel","Catherine P DeCarli",0,27598,17501,0.388057384864409,0.611942615135591,0,"Republican","female","male","male",2018
"654",654,"Connecticut","District 33","State Representative","Linda Szynkowicz","Linda Szynkowicz","Joseph E Serra",174,3096,5356,0.62091351727336,0.358914908416415,0.0201715743102249,"Democrat","male","female","male",2018
"655",655,"Connecticut","District 33","State Senator","Melissa Ziobron","Melissa Ziobron","Norman Needleman",1866,35923,40199,0.515451095040263,0.460622146996974,0.0239267579627635,"Democrat","male","female","male",2018
"656",656,"Connecticut","District 34","State Representative","Irene Haines","Irene Haines","Theresa Govert",305,5631,5183,0.466139041280691,0.506430434391582,0.0274305243277273,"Republican","female","female","female",2018
"657",657,"Connecticut","District 34","State Representative","Theresa Govert","No candidate","No candidate",295,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"658",658,"Connecticut","District 34","State Senator","Len Fasano","Len Fasano","Aili McKeen",1027,22826,16939,0.415252990782506,0.559570504020396,0.0251765051970975,"Republican","female","male","male",2018
"659",659,"Connecticut","District 35","State Representative","Madeleine Leveille","Jesse MacLachlan","Jason Adler",181,5979,5461,0.469925135530505,0.514499612769985,0.0155752516995095,"Republican","male","male","male",2018
"660",660,"Connecticut","District 35","State Representative","Jesse MacLachlan","No candidate","No candidate",261,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"661",661,"Connecticut","District 35","State Senator","John Perrier","Dan Champagne","John Perrier",874,22837,19999,0.4575383207504,0.522466254861588,0.0199954243880119,"Republican","male","male","male",2018
"662",662,"Connecticut","District 35","State Senator","John Perrier","No candidate","No candidate",1065,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"663",663,"Connecticut","District 36","State Representative","Robert Siegrist","Robert Siegrist","Christine Palm",282,6078,6338,0.49913372184596,0.478658056386833,0.0222082217672074,"Democrat","female","male","female",2018
"664",664,"Connecticut","District 36","State Representative","Christine Palm","No candidate","No candidate",234,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"665",665,"Connecticut","District 36","State Senator","Megan E Cassano","L Scott Frantz","Alexandra ""Alex"" Bergstein",238,21002,22261,0.511735362405462,0.482793499000023,0.00547113859451507,"Democrat","female","Unknown","female",2018
"666",666,"Connecticut","District 36","State Senator","L Scott Frantz","No candidate","No candidate",643,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"667",667,"Connecticut","District 37","State Representative","Holly H Cheeseman","Holly H Cheeseman","Hugh McKenney",293,5473,5244,0.476294277929155,0.497093551316985,0.0266121707538601,"Republican","male","female","female",2018
"668",668,"Connecticut","District 37","State Representative","Hugh McKenney","No candidate","No candidate",212,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"669",669,"Connecticut","District 38","State Representative","Baird Welch-Collins","Kathleen M McCarty","Baird Welch-Collins",262,5362,5088,0.474981329350261,0.500560119492158,0.0244585511575803,"Republican","male","female","female",2018
"670",670,"Connecticut","District 38","State Representative","Kathleen M McCarty","No candidate","No candidate",339,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"671",671,"Connecticut","District 39","State Representative","Chris Soto","No candidate","Chris Soto",265,0,4136,0.93978641217905,0,0.0602135878209498,"Democrat","male","N/A","male",2018
"672",672,"Connecticut","District 4","State Representative","Mary L Sanders","Bryan C Nelson","Julio A Concepcion",59,335,2733,0.874000639590662,0.107131435881036,0.0188679245283019,"Democrat","male","male","male",2018
"673",673,"Connecticut","District 4","State Representative","Kennard Ray","No candidate","No candidate",321,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"674",674,"Connecticut","District 4","State Senator","Mark Tweedie","Mark Tweedie","Steve Cassano",1020,18612,22303,0.531846905925838,0.44382973649696,0.0243233575772028,"Democrat","male","male","male",2018
"675",675,"Connecticut","District 4","State Senator","Steve Cassano","No candidate","No candidate",954,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"676",676,"Connecticut","District 40","State Representative","John F Scott","John F Scott","Christine Conley",163,2557,3572,0.567705022250477,0.406389065479975,0.0259059122695486,"Democrat","female","male","female",2018
"677",677,"Connecticut","District 40","State Representative","Christine Conley","No candidate","No candidate",243,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"678",678,"Connecticut","District 41","State Representative","Kenneth W Richards","Kenneth W Richards","Joe de la Cruz",145,2961,5526,0.64017608897127,0.343025949953661,0.0167979610750695,"Democrat","male","male","male",2018
"679",679,"Connecticut","District 41","State Representative","Joe de la Cruz","No candidate","No candidate",302,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"680",680,"Connecticut","District 42","State Representative","Mike France","Mike France","Elizabeth Schwebel",275,4810,3616,0.415584415584416,0.55281002183657,0.0316055625790139,"Republican","female","male","male",2018
"681",681,"Connecticut","District 42","State Representative","Elizabeth Schwebel","No candidate","No candidate",264,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"682",682,"Connecticut","District 43","State Representative","Shaun Mastroianni","Shaun Mastroianni","Kate Rotella",307,4913,6369,0.549572870825783,0.423936491500561,0.0264906376736561,"Democrat","female","male","female",2018
"683",683,"Connecticut","District 44","State Representative","Anne Dubay Dauphinais","Anne Dubay Dauphinais","Christine Rosati Randall",303,4441,2774,0.368981111997872,0.590715615855281,0.0403032721468476,"Republican","female","female","female",2018
"684",684,"Connecticut","District 44","State Representative","Christine Rosati Randall","No candidate","No candidate",224,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"685",685,"Connecticut","District 45","State Representative","Brian Lanoue","Brian Lanoue","Steven Mikutel",306,4410,4035,0.461090161124443,0.503942406582105,0.0349674322934522,"Republican","male","male","male",2018
"686",686,"Connecticut","District 46","State Representative","Andrew Lockwood","Andrew Lockwood","Emmett D Riley",144,1846,3422,0.63229859571323,0.341093865484109,0.0266075388026608,"Democrat","male","male","male",2018
"687",687,"Connecticut","District 46","State Representative","Emmett D Riley","No candidate","No candidate",199,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"688",688,"Connecticut","District 47","State Representative","Doug Dubitsky","Doug Dubitsky","Kate Donnelly",328,5829,4343,0.413619047619048,0.555142857142857,0.0312380952380952,"Republican","female","male","male",2018
"689",689,"Connecticut","District 47","State Representative","Kate Donnelly","No candidate","No candidate",335,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"690",690,"Connecticut","District 48","State Representative","Mark DeCaprio","Mark DeCaprio","Linda A Orange",287,4628,5641,0.534388025767336,0.438423645320197,0.0271883289124668,"Democrat","female","male","female",2018
"691",691,"Connecticut","District 48","State Representative","Linda A Orange","No candidate","No candidate",388,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"692",692,"Connecticut","District 49","State Representative","Susan Johnson","No candidate","Susan Johnson",579,0,4325,0.881933115823817,0,0.118066884176183,"Democrat","female","N/A","female",2018
"693",693,"Connecticut","District 5","State Representative","No candidate","Charles Jackson","Brandon McGee",0,1144,6474,0.849829351535836,0.150170648464164,0,"Democrat","male","male","male",2018
"694",694,"Connecticut","District 5","State Senator","Phillip Chabot","Phillip Chabot","Beth Bye",1017,22547,39222,0.624693402987927,0.359108718504125,0.0161978785079476,"Democrat","female","male","female",2018
"695",695,"Connecticut","District 50","State Representative","No candidate","AJ Kerouac","Pat Boyd",0,4282,5662,0.569388576025744,0.430611423974256,0,"Democrat","female","male","female",2018
"696",696,"Connecticut","District 51","State Representative","Ricky L Hayes","Ricky L Hayes","Larry Groh Jr",318,4110,3577,0.44684572142411,0.513429106808245,0.0397251717676452,"Republican","male","male","male",2018
"697",697,"Connecticut","District 51","State Representative","Larry Groh Jr","No candidate","No candidate",300,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"698",698,"Connecticut","District 52","State Representative","Kurt Vail","Kurt Vail","David F Walsh",248,5433,3307,0.367935024477081,0.604472630173565,0.0275923453493547,"Republican","male","male","male",2018
"699",699,"Connecticut","District 52","State Representative","Linda Louise LaCasse","No candidate","No candidate",166,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"700",700,"Connecticut","District 52","State Representative","David F Walsh","No candidate","No candidate",213,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
"701",701,"Connecticut","District 53","State Representative","Samuel P Belsito Jr","Samuel P Belsito Jr","Pat Wilson Pheanious",259,5110,5508,0.506389629493426,0.469798657718121,0.0238117127884527,"Democrat","female","male","female",2018
"702",702,"Connecticut","District 53","State Representative","Pat Wilson Pheanious","No candidate","No candidate",368,0,0,0,0,1,"Other","N/A","N/A","Other candidate",2018
