"","democrat","republican","other","state","year","district","democrat_incumbent","democrat_votes","republican_incumbent","republican_votes","other_incumbent","other_votes","gender_dem","gender_rep","winner_party","winner_gender","vote_prop_dem","vote_prop_rep","vote_prop_other"
"1085","No candidate","Jim Lucas","No candidate","Indiana",2016,"69","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1086","Heidi Sellers","Karen Engleman","No candidate","Indiana",2016,"70","False",11020,"False",20966,"0",0,"female","female","Republican","female",0.344525730006878,0.655474269993122,0
"1087","Steven Stemler","No candidate","Thomas Keister","Indiana",2016,"71","True",18728,"False",0,"False",4578,"male","N/A","Democrat","male",0.803569896164078,0,0.196430103835922
"1088","Steve Bonifer","Ed Clere","No candidate","Indiana",2016,"72","False",13511,"True",18092,"0",0,"male","male","Republican","male",0.427522703540803,0.572477296459197,0
"1089","Douglas Leatherbury","Steve Davisson","No candidate","Indiana",2016,"73","False",6992,"True",18722,"0",0,"male","male","Republican","male",0.271914132379249,0.728085867620751,0
"1090","Larry Kleeman","Lloyd Arnold","No candidate","Indiana",2016,"74","False",11156,"True",16538,"0",0,"male","male","Republican","male",0.402830938109338,0.597169061890662,0
"1091","Pete Rapp","Ron Bacon","No candidate","Indiana",2016,"75","False",9429,"True",21146,"0",0,"male","male","Republican","male",0.308389206868357,0.691610793131644,0
"1092","No candidate","Wendy McNamara","No candidate","Indiana",2016,"76","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"1093","Ryan Hatfield","Johnny Kincaid","No candidate","Indiana",2016,"77","False",12616,"False",8614,"0",0,"male","male","Democrat","male",0.594253414978804,0.405746585021196,0
"1094","Philip Bennett","Holli Sullivan","No candidate","Indiana",2016,"78","False",9704,"True",19208,"0",0,"male","female","Republican","female",0.335639180962922,0.664360819037078,0
"1095","No candidate","Matthew Lehman","No candidate","Indiana",2016,"79","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1096","Phil GiaQuinta","No candidate","No candidate","Indiana",2016,"80","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"1097","Bob Haddad","Martin Carbaugh","No candidate","Indiana",2016,"81","False",8938,"True",13925,"0",0,"male","male","Republican","male",0.390937322311158,0.609062677688842,0
"1098","Mike Wilber","David Ober","No candidate","Indiana",2016,"82","False",5863,"True",17833,"0",0,"male","male","Republican","male",0.247425725860905,0.752574274139095,0
"1099","No candidate","Christopher N. Judy","No candidate","Indiana",2016,"83","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1100","Curtis Nash","Bob Morris","No candidate","Indiana",2016,"84","False",10544,"True",20559,"0",0,"male","male","Republican","male",0.339002668552873,0.660997331447127,0
"1101","Kathy Zoucha","Dave Heine","No candidate","Indiana",2016,"85","False",7006,"False",19198,"0",0,"female","male","Republican","male",0.267363761257823,0.732636238742177,0
"1102","Edward DeLaney","Scott DeVries","Ethan Owens","Indiana",2016,"86","True",22285,"False",12049,"False",1488,"male","male","Democrat","male",0.622103735134833,0.336357545642343,0.041538719222824
"1103","Carey Hamilton","Connie Eckert","No candidate","Indiana",2016,"87","False",17485,"False",15982,"0",0,"male","female","Democrat","male",0.522454955627932,0.477545044372068,0
"1104","Dana Black","Brian Bosma","No candidate","Indiana",2016,"88","False",13059,"True",24550,"0",0,"female","male","Republican","male",0.347230716052009,0.652769283947991,0
"1105","Rachel Burke","Cindy Kirchhofer","No candidate","Indiana",2016,"89","False",11367,"True",13683,"0",0,"female","female","Republican","female",0.45377245508982,0.54622754491018,0
"1106","Lacy Hollings","Mike Speedy","Douglas McNaughton","Indiana",2016,"90","False",9515,"True",19019,"False",1348,"female","male","Republican","male",0.3184191151864,0.636470115788769,0.045110769024831
"1107","No candidate","Robert Behning","No candidate","Indiana",2016,"91","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1108","Karlee Macer","Bradford Moulton","No candidate","Indiana",2016,"92","True",14000,"False",8973,"0",0,"female","male","Democrat","female",0.609411047751709,0.390588952248291,0
"1109","Greg Rathnow","David Frizzell","No candidate","Indiana",2016,"93","False",8923,"True",18407,"0",0,"male","male","Republican","male",0.326491035492133,0.673508964507867,0
"1110","Cherrish Pryor","No candidate","No candidate","Indiana",2016,"94","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"1111","John Bartlett","No candidate","Nathanael L. Ginn","Indiana",2016,"95","True",18044,"False",0,"False",2640,"male","N/A","Democrat","male",0.872365113130922,0,0.127634886869078
"1112","Gregory Porter","No candidate","No candidate","Indiana",2016,"96","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"1113","Justin Moed","Dale Nye","No candidate","Indiana",2016,"97","True",9834,"False",6300,"0",0,"male","male","Democrat","male",0.609520267757531,0.390479732242469,0
"1114","Robin Shackleford","Gary Whitmore","No candidate","Indiana",2016,"98","True",16354,"False",3747,"0",0,"female","male","Democrat","female",0.813591363613751,0.186408636386249,0
"1115","Vanessa Summers","No candidate","No candidate","Indiana",2016,"99","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"1116","Dan Forestal","Larry Shouse","No candidate","Indiana",2016,"100","True",14110,"False",6894,"0",0,"male","male","Democrat","male",0.671776804418206,0.328223195581794,0
"1117","No candidate","John Wills","No candidate","Iowa",2016,"1","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1118","No candidate","Megan Jones","No candidate","Iowa",2016,"2","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"1119","Mason McCoy","Daniel Huseman","No candidate","Iowa",2016,"3","False",2848,"True",12096,"0",0,"male","male","Republican","male",0.190578158458244,0.809421841541756,0
"1120","No candidate","Skyler Wheeler","Jeff VanDerWerff","Iowa",2016,"4","False",0,"False",9815,"False",5838,"N/A","male","Republican","male",0,0.62703635085926,0.37296364914074
"1121","Patrick Ritz","Charles Holz","No candidate","Iowa",2016,"5","False",3445,"True",11774,"0",0,"male","male","Republican","male",0.226361784611341,0.773638215388659,0
"1122","Perla Alarcon-Flory","Jim Carlin","No candidate","Iowa",2016,"6","False",5086,"False",9655,"0",0,"female","male","Republican","male",0.345024082491011,0.654975917508989,0
"1123","Dave Grussing","Tedd Gassman","No candidate","Iowa",2016,"7","False",5608,"True",9665,"0",0,"male","male","Republican","male",0.367183919334774,0.632816080665226,0
"1124","Nancy Huisinga","Terry Baxter","No candidate","Iowa",2016,"8","False",4701,"True",10078,"0",0,"female","male","Republican","male",0.318086474051018,0.681913525948982,0
"1125","Helen Miller","Gary Waechter","No candidate","Iowa",2016,"9","True",7461,"False",5562,"0",0,"female","male","Democrat","female",0.572909467864547,0.427090532135453,0
"1126","No candidate","Mike Sexton","No candidate","Iowa",2016,"10","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1127","Sara Huddleston","Gary Worthan","No candidate","Iowa",2016,"11","False",4475,"True",8279,"0",0,"female","male","Republican","male",0.350870315195233,0.649129684804767,0
"1128","Ken Myers","Brian Best","No candidate","Iowa",2016,"12","False",4369,"True",10349,"0",0,"male","male","Republican","male",0.296847397744259,0.703152602255741,0
"1129","Chris Hall","Shaun Broyhill","No candidate","Iowa",2016,"13","True",7027,"False",4365,"0",0,"male","male","Democrat","male",0.616836376404494,0.383163623595506,0
"1130","Timothy Kacena","Robert Henderson","No candidate","Iowa",2016,"14","False",5365,"False",5126,"0",0,"male","male","Democrat","male",0.511390715851682,0.488609284148318,0
"1131","Charlie McConkey","Bill Riley","No candidate","Iowa",2016,"15","True",5424,"False",5056,"0",0,"male","male","Democrat","male",0.517557251908397,0.482442748091603,0
"1132","Steve Gorman","Mary Ann Hanusa","No candidate","Iowa",2016,"16","False",5120,"True",6847,"0",0,"male","female","Republican","female",0.427843235564469,0.572156764435531,0
"1133","Jan Creasman","Matt Windschitl","No candidate","Iowa",2016,"17","False",3866,"True",10712,"0",0,"female","male","Republican","male",0.265194128138291,0.734805871861709,0
"1134","No candidate","Steven Holt","No candidate","Iowa",2016,"18","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1135","Bryce Smith","Ralph Watts","No candidate","Iowa",2016,"19","False",6597,"True",10393,"0",0,"male","male","Republican","male",0.388287227781048,0.611712772218952,0
"1136","Scott Heldt","Clel Baudler","Bob Boyle","Iowa",2016,"20","False",4006,"True",7204,"False",2483,"male","Unknown","Republican","Unknown",0.292558241437231,0.526108230482728,0.181333528080041
"1137","No candidate","Tom Moore","No candidate","Iowa",2016,"21","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1138","No candidate","Greg Forristall","No candidate","Iowa",2016,"22","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1139","Craig Florian","David Sieck","No candidate","Iowa",2016,"23","False",4061,"True",10068,"0",0,"male","male","Republican","male",0.287423030646189,0.712576969353811,0
"1140","No candidate","Cecil Dolecheck","No candidate","Iowa",2016,"24","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1141","Justin Knight","Stan Gustafson","No candidate","Iowa",2016,"25","False",5850,"True",11280,"0",0,"male","male","Republican","male",0.341506129597198,0.658493870402802,0
"1142","Scott Ourth","Rebel Snodgrass","No candidate","Iowa",2016,"26","True",9122,"False",7769,"0",0,"male","female","Democrat","male",0.540050914688296,0.459949085311704,0
"1143","Rich Higdon","Joel Fry","No candidate","Iowa",2016,"27","False",3885,"True",9478,"0",0,"male","male","Republican","male",0.290728129910948,0.709271870089052,0
"1144","Martin Duffy","Greg Heartsill","No candidate","Iowa",2016,"28","False",5230,"True",9593,"0",0,"male","male","Republican","male",0.352830061391081,0.647169938608919,0
"1145","Wesley Breckenridge","Patrick Payton","Dan Kelley","Iowa",2016,"29","False",7903,"False",5831,"False",1758,"male","male","Democrat","male",0.51013426284534,0.376387813064808,0.113477924089853
"1146","Joe Riding","Zach Nunn","No candidate","Iowa",2016,"30","False",6999,"True",11442,"0",0,"male","male","Republican","male",0.379534732389784,0.620465267610216,0
"1147","Rick Olson","Matt Christoffersen","Joe Gleason","Iowa",2016,"31","True",7160,"False",5027,"False",794,"male","male","Democrat","male",0.551575379400662,0.387258300593175,0.0611663200061629
"1148","Ruth Ann Gaines","Bill Charlier","Seth Bartmess","Iowa",2016,"32","True",7142,"False",2920,"False",466,"female","male","Democrat","female",0.678381458966565,0.277355623100304,0.0442629179331307
"1149","Brian Meyer","No candidate","Jeremy Tomlinson","Iowa",2016,"33","True",7785,"False",0,"False",2373,"male","N/A","Democrat","male",0.766391021854696,0,0.233608978145304
"1150","Bruce Hunter","No candidate","No candidate","Iowa",2016,"34","True",1,"False",0,"0",0,"male","N/A","Democrat","male",1,0,0
"1151","Ako Abdul-Samad","No candidate","Jocelyn Fry","Iowa",2016,"35","True",6458,"False",0,"False",2057,"male","N/A","Democrat","male",0.75842630651791,0,0.24157369348209
"1152","Marti Anderson","Scott Miller","No candidate","Iowa",2016,"36","True",10348,"False",5853,"0",0,"female","male","Democrat","female",0.638726004567619,0.361273995432381,0
"1153","Andrea Phillips","John Landon","No candidate","Iowa",2016,"37","False",8954,"True",12059,"0",0,"female","male","Republican","male",0.426117165564175,0.573882834435825,0
"1154","Heather Matson","Kevin Koester","Jeff Meyers","Iowa",2016,"38","False",7264,"True",8793,"False",793,"female","male","Republican","male",0.431097922848665,0.521839762611276,0.0470623145400593
"1155","Maridith Morris","Jake Highfill","No candidate","Iowa",2016,"39","False",8549,"True",11492,"0",0,"female","male","Republican","male",0.426575520183624,0.573424479816376,0
"1156","John Forbes","Scott Reed","No candidate","Iowa",2016,"40","True",9660,"False",7332,"0",0,"male","male","Democrat","male",0.568502824858757,0.431497175141243,0
"1157","Jo Oldson","No candidate","No candidate","Iowa",2016,"41","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"1158","Claire Celsi","Peter Cownie","No candidate","Iowa",2016,"42","False",7948,"True",9065,"0",0,"female","male","Republican","male",0.467172162463998,0.532827837536002,0
"1159","Jennifer Konfrst","Chris Hagenow","No candidate","Iowa",2016,"43","False",8273,"True",8809,"0",0,"female","male","Republican","male",0.48431097061234,0.515689029387659,0
"1160","No candidate","Rob Taylor","No candidate","Iowa",2016,"44","False",0,"True",1,"0",0,"N/A","male","Republican","male",0,1,0
"1161","Beth Wessel-Kroeschell","Sondra Childs-Smith","Eric Cooper","Iowa",2016,"45","True",9036,"False",5730,"False",1277,"female","female","Democrat","female",0.5632363024372,0.357165118743377,0.0795985788194228
"1162","Lisa Heddens","No candidate","No candidate","Iowa",2016,"46","True",1,"False",0,"0",0,"female","N/A","Democrat","female",1,0,0
"1163","Deb Duncan","Chip Baltimore","No candidate","Iowa",2016,"47","False",5983,"True",9165,"0",0,"female","male","Republican","male",0.394969632954846,0.605030367045154,0
"1164","Sherrie Taha","Robert Bacon","No candidate","Iowa",2016,"48","False",5397,"True",9829,"0",0,"female","male","Republican","male",0.354459477210035,0.645540522789965,0
"1165","Mickie Franklin","Dave Deyoe","John Evans","Iowa",2016,"49","False",4382,"True",9315,"False",1867,"female","male","Republican","male",0.281547160113081,0.598496530454896,0.119956309432023
"1166","Doris Fritz","Pat Grassley","No candidate","Iowa",2016,"50","False",3901,"True",11493,"0",0,"female","female","Republican","female",0.253410419644017,0.746589580355983,0
"1167","Tim Hejhal","Jane Bloomingdale","No candidate","Iowa",2016,"51","False",5647,"False",9408,"0",0,"male","female","Republican","female",0.375091331783461,0.624908668216539,0
"1168","Todd Prichard","Stacie Stokes","No candidate","Iowa",2016,"52","True",8160,"False",6847,"0",0,"male","female","Democrat","male",0.543746251749184,0.456253748250816,0
"1169","Sharon Steckman","Barbara Hovland","No candidate","Iowa",2016,"53","True",8977,"False",5869,"0",0,"female","female","Democrat","female",0.604674659841035,0.395325340158965,0
"1170","No candidate","Linda Upmeyer","No candidate","Iowa",2016,"54","False",0,"True",1,"0",0,"N/A","female","Republican","female",0,1,0
"1171","Pat Ritter","Michael Bergan","No candidate","Iowa",2016,"55","False",6697,"False",8943,"0",0,"female","male","Republican","male",0.428196930946292,0.571803069053708,0
"1172","Patti Ruff","Kristi Hager","No candidate","Iowa",2016,"56","True",6605,"False",7910,"0",0,"female","female","Republican","female",0.455046503616948,0.544953496383052,0
"1173","Tom Stecher","Shannon Lundgren","No candidate","Iowa",2016,"57","False",8249,"False",9023,"0",0,"male","female","Republican","female",0.477593793422881,0.522406206577119,0
"1174","Jessica Kean","Andy McKean","No candidate","Iowa",2016,"58","False",6296,"False",9078,"0",0,"female","male","Republican","male",0.409522570573696,0.590477429426304,0
"1175","Bob Kressig","Drew Speer","Nick Taiber","Iowa",2016,"59","True",8567,"False",4891,"False",2319,"male","male","Democrat","male",0.543005641123154,0.310008239842809,0.146986119034037
"1176","Gary Kroeger","Walt Rogers","No candidate","Iowa",2016,"60","False",7267,"True",10115,"0",0,"male","male","Republican","male",0.418076170751352,0.581923829248648,0
